branch,arxiv,task,placeholder,scorer,score
"lattice, second-quantized",1106.6060,Swap the index only,expression_Hartree_1,Haining,0
"lattice, second-quantized",1106.6060,Swap the index only,expression_Hartree_1,Will,(TODO)
"lattice, second-quantized",1106.6060,Swap the index only,expression_Hartree_1,Yasaman,(TODO)
"lattice, second-quantized",1106.6060,Swap the index only,expression_Hartree_2,Haining,0
"lattice, second-quantized",1106.6060,Swap the index only,expression_Hartree_2,Will,(TODO)
"lattice, second-quantized",1106.6060,Swap the index only,expression_Hartree_2,Yasaman,(TODO)
"lattice, second-quantized",1106.6060,Swap the index only,relabel,Haining,0
"lattice, second-quantized",1106.6060,Swap the index only,relabel,Will,(TODO)
"lattice, second-quantized",1106.6060,Swap the index only,relabel,Yasaman,(TODO)
"lattice, second-quantized",1106.6060,Swap the index only,Unsummed_Indices,Haining,0
"lattice, second-quantized",1106.6060,Swap the index only,Unsummed_Indices,Will,(TODO)
"lattice, second-quantized",1106.6060,Swap the index only,Unsummed_Indices,Yasaman,(TODO)
"lattice, second-quantized",1106.6060,Reduce momentum in Hartree term (momentum in BZ),Hartree_second_quantized_symbol,Haining,0
"lattice, second-quantized",1106.6060,Reduce momentum in Hartree term (momentum in BZ),Hartree_second_quantized_symbol,Will,(TODO)
"lattice, second-quantized",1106.6060,Reduce momentum in Hartree term (momentum in BZ),Hartree_second_quantized_symbol,Yasaman,(TODO)
"lattice, second-quantized",1106.6060,Reduce momentum in Hartree term (momentum in BZ),expected_value,Haining,0
"lattice, second-quantized",1106.6060,Reduce momentum in Hartree term (momentum in BZ),expected_value,Will,(TODO)
"lattice, second-quantized",1106.6060,Reduce momentum in Hartree term (momentum in BZ),expected_value,Yasaman,(TODO)
"lattice, second-quantized",1106.6060,Reduce momentum in Hartree term (momentum in BZ),expected_value_nonzero,Haining,0
"lattice, second-quantized",1106.6060,Reduce momentum in Hartree term (momentum in BZ),expected_value_nonzero,Will,(TODO)
"lattice, second-quantized",1106.6060,Reduce momentum in Hartree term (momentum in BZ),expected_value_nonzero,Yasaman,(TODO)
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),system,Haining,2
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),system,Will,(TODO)
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),system,Yasaman,2
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),real|momentum,Haining,2
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),real|momentum,Will,(TODO)
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),real|momentum,Yasaman,2
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),single-particle|second-quantized,Haining,2
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),single-particle|second-quantized,Will,(TODO)
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),single-particle|second-quantized,Yasaman,2
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),degrees_of_freedom,Haining,1
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),degrees_of_freedom,Will,(TODO)
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),degrees_of_freedom,Yasaman,2
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),site i and site j with the amplitude hopping,Haining,0
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),site i and site j with the amplitude hopping,Will,(TODO)
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),site i and site j with the amplitude hopping,Yasaman,0
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),kinetic_symbol,Haining,2
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),kinetic_symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),kinetic_symbol,Yasaman,2
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),definition_of_variables,Haining,2
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),definition_of_variables,Will,(TODO)
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),definition_of_variables,Yasaman,2
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),You should ensure the hermiticity of the Hamiltonian,Haining,0
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),You should ensure the hermiticity of the Hamiltonian,Will,(TODO)
"lattice, second-quantized",1310.2674,Construct Kinetic Hamiltonian (lattice version),You should ensure the hermiticity of the Hamiltonian,Yasaman,2
"lattice, second-quantized",1310.2674,"Construct interaction Hamiltonian (real space, lattice version)",second_int_symbol,Haining,2
"lattice, second-quantized",1310.2674,"Construct interaction Hamiltonian (real space, lattice version)",second_int_symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,"Construct interaction Hamiltonian (real space, lattice version)",second_int_symbol,Yasaman,2
"lattice, second-quantized",1310.2674,"Construct interaction Hamiltonian (real space, lattice version)",kinetic_symbol,Haining,0
"lattice, second-quantized",1310.2674,"Construct interaction Hamiltonian (real space, lattice version)",kinetic_symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,"Construct interaction Hamiltonian (real space, lattice version)",kinetic_symbol,Yasaman,0
"lattice, second-quantized",1310.2674,"Construct interaction Hamiltonian (real space, lattice version)",site i and site j with the interaction strength,Haining,1
"lattice, second-quantized",1310.2674,"Construct interaction Hamiltonian (real space, lattice version)",site i and site j with the interaction strength,Will,(TODO)
"lattice, second-quantized",1310.2674,"Construct interaction Hamiltonian (real space, lattice version)",site i and site j with the interaction strength,Yasaman,1
"lattice, second-quantized",1310.2674,"Construct interaction Hamiltonian (real space, lattice version)",degrees_of_freedom,Haining,2
"lattice, second-quantized",1310.2674,"Construct interaction Hamiltonian (real space, lattice version)",degrees_of_freedom,Will,(TODO)
"lattice, second-quantized",1310.2674,"Construct interaction Hamiltonian (real space, lattice version)",degrees_of_freedom,Yasaman,2
"lattice, second-quantized",1310.2674,"Construct interaction Hamiltonian (real space, lattice version)",density_symbol,Haining,2
"lattice, second-quantized",1310.2674,"Construct interaction Hamiltonian (real space, lattice version)",density_symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,"Construct interaction Hamiltonian (real space, lattice version)",density_symbol,Yasaman,2
"lattice, second-quantized",1310.2674,"Construct interaction Hamiltonian (real space, lattice version)",definition_of_variables,Haining,2
"lattice, second-quantized",1310.2674,"Construct interaction Hamiltonian (real space, lattice version)",definition_of_variables,Will,(TODO)
"lattice, second-quantized",1310.2674,"Construct interaction Hamiltonian (real space, lattice version)",definition_of_variables,Yasaman,2
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),nonint_symbol,Haining,1
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),nonint_symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),nonint_symbol,Yasaman,1
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),real_creation_op,Haining,1
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),real_creation_op,Will,(TODO)
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),real_creation_op,Yasaman,0
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),momentum_creation_op,Haining,1
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),momentum_creation_op,Will,(TODO)
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),momentum_creation_op,Yasaman,0
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),definition_of_Fourier_Transformation,Haining,0
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),definition_of_Fourier_Transformation,Will,(TODO)
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),definition_of_Fourier_Transformation,Yasaman,0
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),real_variable,Haining,0
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),real_variable,Will,(TODO)
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),real_variable,Yasaman,0
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),definition_of_variables,Haining,2
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),definition_of_variables,Will,(TODO)
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),definition_of_variables,Yasaman,2
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),Note that hopping have no position dependence now.,Haining,2
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),Note that hopping have no position dependence now.,Will,(TODO)
"lattice, second-quantized",1310.2674,Convert noninteracting Hamiltonian in real space to momentum space (lattice version),Note that hopping have no position dependence now.,Yasaman,2
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),second_int_symbol,Haining,0
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),second_int_symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),second_int_symbol,Yasaman,1
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),single-particle|second-quantized,Haining,2
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),single-particle|second-quantized,Will,(TODO)
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),single-particle|second-quantized,Yasaman,2
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),real_creation_op,Haining,1
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),real_creation_op,Will,(TODO)
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),real_creation_op,Yasaman,0
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),momentum_creation_op,Haining,1
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),momentum_creation_op,Will,(TODO)
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),momentum_creation_op,Yasaman,0
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),definition_of_Fourier_Transformation,Haining,0
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),definition_of_Fourier_Transformation,Will,(TODO)
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),definition_of_Fourier_Transformation,Yasaman,0
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),real_variable,Haining,0
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),real_variable,Will,(TODO)
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),real_variable,Yasaman,0
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),momentum_var,Haining,0
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),momentum_var,Will,(TODO)
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),momentum_var,Yasaman,0
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),Note that interaction have no position dependence now,Haining,2
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),Note that interaction have no position dependence now,Will,(TODO)
"lattice, second-quantized",1310.2674,Convert interacting Hamiltonian in real space to momentum space (lattice version),Note that interaction have no position dependence now,Yasaman,2
"lattice, second-quantized",1310.2674,Wick's theorem,second_int_symbol,Haining,1
"lattice, second-quantized",1310.2674,Wick's theorem,second_int_symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,Wick's theorem,second_int_symbol,Yasaman,0
"lattice, second-quantized",1310.2674,Wick's theorem,Hartree_Fock_symbol,Haining,0
"lattice, second-quantized",1310.2674,Wick's theorem,Hartree_Fock_symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,Wick's theorem,Hartree_Fock_symbol,Yasaman,0
"lattice, second-quantized",1310.2674,Wick's theorem,definition_of_variables,Haining,2
"lattice, second-quantized",1310.2674,Wick's theorem,definition_of_variables,Will,(TODO)
"lattice, second-quantized",1310.2674,Wick's theorem,definition_of_variables,Yasaman,2
"lattice, second-quantized",1310.2674,Extract quadratic term,Hartree_Fock_term_symbol,Haining,1
"lattice, second-quantized",1310.2674,Extract quadratic term,Hartree_Fock_term_symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,Extract quadratic term,Hartree_Fock_term_symbol,Yasaman,2
"lattice, second-quantized",1310.2674,Extract quadratic term,bilinear_op,Haining,2
"lattice, second-quantized",1310.2674,Extract quadratic term,bilinear_op,Will,(TODO)
"lattice, second-quantized",1310.2674,Extract quadratic term,bilinear_op,Yasaman,2
"lattice, second-quantized",1310.2674,Extract quadratic term,Hartree_Fock_second_quantized_symbol,Haining,1
"lattice, second-quantized",1310.2674,Extract quadratic term,Hartree_Fock_second_quantized_symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,Extract quadratic term,Hartree_Fock_second_quantized_symbol,Yasaman,0
"lattice, second-quantized",1310.2674,Extract quadratic term,definition_of_variables,Haining,2
"lattice, second-quantized",1310.2674,Extract quadratic term,definition_of_variables,Will,(TODO)
"lattice, second-quantized",1310.2674,Extract quadratic term,definition_of_variables,Yasaman,2
"lattice, second-quantized",1310.2674,Expand interaction,Hartree_Fock_second_quantized_symbol,Haining,0
"lattice, second-quantized",1310.2674,Expand interaction,Hartree_Fock_second_quantized_symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,Expand interaction,Hartree_Fock_second_quantized_symbol,Yasaman,2
"lattice, second-quantized",1310.2674,Expand interaction,momentum,Haining,2
"lattice, second-quantized",1310.2674,Expand interaction,momentum,Will,(TODO)
"lattice, second-quantized",1310.2674,Expand interaction,momentum,Yasaman,2
"lattice, second-quantized",1310.2674,Swap the index only,Hartree_Fock_second_quantized_symbol,Haining,2
"lattice, second-quantized",1310.2674,Swap the index only,Hartree_Fock_second_quantized_symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,Swap the index only,Hartree_Fock_second_quantized_symbol,Yasaman,2
"lattice, second-quantized",1310.2674,Swap the index only,expected_value,Haining,2
"lattice, second-quantized",1310.2674,Swap the index only,expected_value,Will,(TODO)
"lattice, second-quantized",1310.2674,Swap the index only,expected_value,Yasaman,2
"lattice, second-quantized",1310.2674,Swap the index only,expression_Hartree_1,Haining,0
"lattice, second-quantized",1310.2674,Swap the index only,expression_Hartree_1,Will,(TODO)
"lattice, second-quantized",1310.2674,Swap the index only,expression_Hartree_1,Yasaman,0
"lattice, second-quantized",1310.2674,Swap the index only,expression_Hartree_2,Haining,0
"lattice, second-quantized",1310.2674,Swap the index only,expression_Hartree_2,Will,(TODO)
"lattice, second-quantized",1310.2674,Swap the index only,expression_Hartree_2,Yasaman,0
"lattice, second-quantized",1310.2674,Swap the index only,relabel,Haining,1
"lattice, second-quantized",1310.2674,Swap the index only,relabel,Will,(TODO)
"lattice, second-quantized",1310.2674,Swap the index only,relabel,Yasaman,0
"lattice, second-quantized",1310.2674,Swap the index only,Unsummed_Indices,Haining,0 (?)
"lattice, second-quantized",1310.2674,Swap the index only,Unsummed_Indices,Will,(TODO)
"lattice, second-quantized",1310.2674,Swap the index only,Unsummed_Indices,Yasaman,0
"lattice, second-quantized",1310.2674,Reduce momentum in Hartree term (momentum in BZ),Hartree_second_quantized_symbol,Haining,2
"lattice, second-quantized",1310.2674,Reduce momentum in Hartree term (momentum in BZ),Hartree_second_quantized_symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,Reduce momentum in Hartree term (momentum in BZ),Hartree_second_quantized_symbol,Yasaman,2
"lattice, second-quantized",1310.2674,Reduce momentum in Hartree term (momentum in BZ),expected_value,Haining,1
"lattice, second-quantized",1310.2674,Reduce momentum in Hartree term (momentum in BZ),expected_value,Will,(TODO)
"lattice, second-quantized",1310.2674,Reduce momentum in Hartree term (momentum in BZ),expected_value,Yasaman,0
"lattice, second-quantized",1310.2674,Reduce momentum in Hartree term (momentum in BZ),expected_value_nonzero,Haining,1
"lattice, second-quantized",1310.2674,Reduce momentum in Hartree term (momentum in BZ),expected_value_nonzero,Will,(TODO)
"lattice, second-quantized",1310.2674,Reduce momentum in Hartree term (momentum in BZ),expected_value_nonzero,Yasaman,0
"lattice, second-quantized",1310.2674,Reduce momentum in Fock term (momentum in BZ),Fock_second_quantized_symbol,Haining,2
"lattice, second-quantized",1310.2674,Reduce momentum in Fock term (momentum in BZ),Fock_second_quantized_symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,Reduce momentum in Fock term (momentum in BZ),Fock_second_quantized_symbol,Yasaman,2
"lattice, second-quantized",1310.2674,Reduce momentum in Fock term (momentum in BZ),expected_value,Haining,1
"lattice, second-quantized",1310.2674,Reduce momentum in Fock term (momentum in BZ),expected_value,Will,(TODO)
"lattice, second-quantized",1310.2674,Reduce momentum in Fock term (momentum in BZ),expected_value,Yasaman,0
"lattice, second-quantized",1310.2674,Reduce momentum in Fock term (momentum in BZ),expected_value_nonzero,Haining,1
"lattice, second-quantized",1310.2674,Reduce momentum in Fock term (momentum in BZ),expected_value_nonzero,Will,(TODO)
"lattice, second-quantized",1310.2674,Reduce momentum in Fock term (momentum in BZ),expected_value_nonzero,Yasaman,0
"lattice, second-quantized",1310.2674,Combine the Hartree and Fock term,symbol,Haining,(TODO)
"lattice, second-quantized",1310.2674,Combine the Hartree and Fock term,symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,Combine the Hartree and Fock term,symbol,Yasaman,(TODO)
"lattice, second-quantized",1310.2674,Combine the Hartree and Fock term,Fock,Haining,(TODO)
"lattice, second-quantized",1310.2674,Combine the Hartree and Fock term,Fock,Will,(TODO)
"lattice, second-quantized",1310.2674,Combine the Hartree and Fock term,Fock,Yasaman,(TODO)
"lattice, second-quantized",1310.2674,Combine the Hartree and Fock term,swap rule,Haining,(TODO)
"lattice, second-quantized",1310.2674,Combine the Hartree and Fock term,swap rule,Will,(TODO)
"lattice, second-quantized",1310.2674,Combine the Hartree and Fock term,swap rule,Yasaman,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,Hartree_Fock_symbol,Haining,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,Hartree_Fock_symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,Hartree_Fock_symbol,Yasaman,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,kinetic_symbol,Haining,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,kinetic_symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,kinetic_symbol,Yasaman,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,expression_kinetic,Haining,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,expression_kinetic,Will,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,expression_kinetic,Yasaman,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,int_symbol,Haining,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,int_symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,int_symbol,Yasaman,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,expression_int,Haining,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,expression_int,Will,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,expression_int,Yasaman,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,Ham_symbol,Haining,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,Ham_symbol,Will,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,Ham_symbol,Yasaman,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,definition_of_variables,Haining,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,definition_of_variables,Will,(TODO)
"lattice, second-quantized",1310.2674,Construct full Hamiltonian after HF,definition_of_variables,Yasaman,(TODO)
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",system,Haining,2
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",system,Will,(TODO)
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",system,Yasaman,2
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",real|momentum,Haining,2
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",real|momentum,Will,(TODO)
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",real|momentum,Yasaman,2
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",single-particle|second-quantized,Haining,2
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",single-particle|second-quantized,Will,(TODO)
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",single-particle|second-quantized,Yasaman,2
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",degrees_of_freedom,Haining,1
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",degrees_of_freedom,Will,(TODO)
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",degrees_of_freedom,Yasaman,0
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",kinetic_symbol,Haining,2
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",kinetic_symbol,Will,(TODO)
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",kinetic_symbol,Yasaman,2
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",variable,Haining,2
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",variable,Will,(TODO)
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",variable,Yasaman,2
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",order,Haining,2
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",order,Will,(TODO)
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",order,Yasaman,2
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",definition_of_variables,Haining,2
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",definition_of_variables,Will,(TODO)
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",definition_of_variables,Yasaman,2
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",Note that the sublattice degrees of freedom is suppressed for now and will be stated later,Haining,2
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",Note that the sublattice degrees of freedom is suppressed for now and will be stated later,Will,(TODO)
"lattice, second-quantized",1812.04213,"Construct Kinetic Hamiltonian (continuum version, single-particle)",Note that the sublattice degrees of freedom is suppressed for now and will be stated later,Yasaman,2
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),Energy_dispersion,Haining,2
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),Energy_dispersion,Will,(TODO)
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),Energy_dispersion,Yasaman,2
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),parabolic|Dirac|cos,Haining,2
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),parabolic|Dirac|cos,Will,(TODO)
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),parabolic|Dirac|cos,Yasaman,2
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),electrons|holes,Haining,2
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),electrons|holes,Will,(TODO)
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),electrons|holes,Yasaman,2
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),momentum_shift,Haining,0
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),momentum_shift,Will,(TODO)
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),momentum_shift,Yasaman,1
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),k_symbol,Haining,2
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),k_symbol,Will,(TODO)
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),k_symbol,Yasaman,2
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),shifted_Ek,Haining,0
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),shifted_Ek,Will,(TODO)
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),shifted_Ek,Yasaman,0
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),r_symbol,Haining,2
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),r_symbol,Will,(TODO)
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),r_symbol,Yasaman,2
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),kinetic_symbol,Haining,2
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),kinetic_symbol,Will,(TODO)
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),kinetic_symbol,Yasaman,2
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),definition_of_variables,Haining,2
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),definition_of_variables,Will,(TODO)
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),definition_of_variables,Yasaman,2
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),"In addition, a shift of {momentum_shift} in the momentum ${k_symbol}$ for {shifted_Ek}, respectively.",Haining,2
"lattice, second-quantized",1812.04213,Define each term in Kinetic Hamiltonian (continuum version),"In addition, a shift of {momentum_shift} in the momentum ${k_symbol}$ for {shifted_Ek}, respectively.",Will,(TODO)
